"","Year","Month","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"181",2000,7,78.08,80.96,80.96,78.98,78.98,78.98,80.06,80.06,73.94,78.08,78.98,80.96,84.02,84.92,82.04,84.92,75.92,84.92,87.98,91.04,89.96,89.96,86,86,87.08,87.98,86,86,89.96,91.04,91.94
"182",2000,8,87.08,89.96,87.08,87.98,84.02,84.92,84.92,82.94,78.98,82.94,80.06,86,80.96,75.92,82.04,84.02,82.94,82.94,78.08,77,82.04,77,80.06,78.98,78.08,75.02,75.92,73.04,66.92,64.94,68
"183",2000,9,69.08,64.04,69.98,73.04,78.98,78.98,71.06,78.08,78.08,NA,75.02,78.08,82.94,84.92,87.08,86,86,84.02,80.06,82.94,82.94,71.96,69.98,62.96,62.06,73.04,66.92,75.02,77,73.94,NA
"184",2000,10,80.96,78.98,75.92,75.02,66.92,71.96,75.02,75.02,69.08,64.94,55.04,53.06,53.06,59,60.08,60.98,64.94,66.02,66.02,62.06,66.02,57.92,48.02,46.04,46.94,55.94,53.96,46.94,39.92,44.96,42.98
"185",2000,11,37.04,42.08,42.98,39.92,37.94,46.04,37.04,35.06,44.96,39.92,33.08,32,35.06,35.96,42.98,37.94,37.04,39.92,39.02,48.92,42.98,46.94,46.94,48.02,50,48.02,57.92,55.04,57.02,55.94,NA
"186",2000,12,57.02,48.02,46.04,55.04,55.04,57.02,51.98,53.96,51.98,44.96,44.96,51.08,35.06,39.02,39.02,48.02,48.02,57.02,42.08,57.02,51.08,55.94,53.06,53.96,50,33.08,37.94,50,51.08,53.06,55.94
"187",2001,1,48.02,53.06,42.08,50,55.94,57.92,51.98,51.08,50,50,48.92,NA,NA,NA,39.02,28.04,28.04,28.94,33.08,39.92,46.04,41,48.92,46.04,44.96,39.02,37.94,30.92,28.94,35.06,28.94
"188",2001,2,28.04,33.98,51.08,53.96,53.06,59,50,41,30.02,37.94,42.98,41,44.96,41,32,35.96,44.96,44.06,51.98,48.92,48.92,51.98,50,35.06,37.04,42.98,37.94,41,NA,NA,NA
"189",2001,3,33.98,37.94,44.06,44.06,50,51.98,48.02,42.08,51.08,44.06,33.08,37.04,42.98,53.06,53.06,53.06,50,48.92,55.94,60.08,64.94,62.96,62.06,62.06,62.96,62.96,60.08,57.02,60.08,60.08,62.06
"190",2001,4,66.02,62.06,55.94,50,55.04,44.06,42.08,42.08,42.98,46.04,32,39.02,NA,55.94,57.92,62.96,71.06,71.06,69.98,62.06,51.08,37.94,50,57.02,66.02,71.96,73.04,NA,66.02,66.92,NA
"191",2001,5,73.04,73.94,64.94,46.94,53.96,64.94,71.06,75.92,75.92,77,75.92,75.02,75.92,68,71.06,73.04,75.02,73.94,71.96,60.08,73.94,71.96,75.92,82.94,82.94,82.04,78.98,75.02,71.06,77,82.94
"192",2001,6,82.04,82.94,77,71.06,71.06,73.94,82.04,84.02,82.94,82.04,82.04,80.06,75.02,69.08,71.06,78.98,82.94,84.02,84.02,84.02,84.92,86,82.94,78.98,78.98,80.06,71.06,80.06,84.92,89.06,NA
"193",2001,7,89.06,86,86,89.06,89.06,80.96,78.98,78.08,75.02,75.92,75.92,77,80.96,78.08,80.06,78.08,78.08,75.92,80.06,78.98,80.96,82.04,82.94,82.04,82.04,69.98,77,82.94,87.98,84.92,75.02
"194",2001,8,77,75.92,80.06,80.96,80.96,80.96,82.04,82.04,71.06,71.96,73.04,78.08,77,71.96,78.08,80.06,82.04,84.02,84.92,82.94,75.02,75.02,73.94,78.98,80.96,86,87.98,87.08,84.92,80.96,78.08
"195",2001,9,75.02,78.08,78.08,78.98,82.04,80.06,75.92,78.08,77,78.08,78.98,78.98,80.96,75.02,77,78.08,75.02,73.94,78.08,78.08,78.98,80.96,80.06,80.96,80.96,78.08,80.96,80.96,80.96,78.98,NA
"196",2001,10,77,68,73.94,75.02,75.92,73.04,68,57.92,57.92,60.08,60.08,62.06,51.98,66.92,73.04,71.06,73.04,69.08,71.06,73.04,73.04,66.02,64.94,66.02,69.98,73.04,71.96,69.98,64.94,66.92,68
"197",2001,11,60.08,62.96,64.94,64.94,62.06,59,60.08,60.98,57.02,57.02,62.06,60.08,59,51.98,55.04,57.92,62.06,59,57.92,55.04,57.92,60.08,51.08,44.06,46.04,35.96,37.04,28.04,30.02,30.02,NA
"198",2001,12,37.94,44.06,48.02,48.02,33.08,39.92,46.94,46.94,39.02,46.04,30.92,30.02,26.06,39.02,41,28.04,35.96,51.98,48.92,55.04,53.06,33.08,35.96,30.02,37.94,46.04,48.92,46.94,46.94,39.92,46.94
"199",2002,1,35.96,35.06,33.08,44.06,37.94,50,53.96,55.04,62.96,48.92,44.06,51.08,57.92,55.94,48.92,42.08,37.04,42.08,39.02,46.94,42.98,53.06,41,30.02,41,53.96,51.08,44.06,37.04,32,26.06
"200",2002,2,30.92,35.06,41,42.98,46.94,39.92,51.98,55.04,53.06,37.04,44.06,60.98,57.02,51.98,53.96,48.02,NA,55.94,37.04,46.04,55.94,50,64.04,57.92,55.94,57.92,46.04,55.04,NA,NA,NA
"201",2002,3,55.94,39.02,28.94,37.94,53.96,53.96,55.94,50,44.06,53.96,57.92,60.08,64.04,59,39.92,39.92,30.92,37.94,35.96,51.98,62.06,68,62.96,50,41,48.92,60.08,62.96,62.06,62.06,66.02
"202",2002,4,69.08,69.98,69.08,66.92,66.92,64.94,44.96,57.02,62.06,64.04,64.04,69.08,66.02,69.98,75.02,60.98,53.96,57.02,55.94,53.96,48.92,62.96,69.98,69.08,73.94,68,57.02,51.98,66.02,66.92,NA
"203",2002,5,64.04,55.94,53.96,62.96,66.92,69.08,69.98,64.94,66.92,69.98,69.08,64.04,68,75.92,75.92,73.04,73.94,78.08,75.92,73.94,69.98,55.04,62.96,64.04,69.98,73.04,69.98,73.94,78.08,84.92,87.08
"204",2002,6,87.98,80.06,75.92,71.96,75.02,80.96,87.98,84.92,82.94,75.92,75.92,78.08,82.04,86,84.92,84.92,87.08,87.08,87.08,84.02,82.94,80.06,80.96,84.92,87.08,87.08,87.98,84.92,84.02,84.92,NA
"205",2002,7,87.98,89.06,87.98,78.98,80.06,86,89.06,91.04,91.94,89.06,82.04,87.98,89.96,89.06,89.06,84.02,71.96,75.92,75.92,80.96,80.96,84.02,87.08,82.04,78.08,82.94,82.94,80.96,82.94,89.96,86
"206",2002,8,82.94,82.94,NA,82.94,75.02,73.04,73.04,78.08,84.02,87.98,87.98,89.96,91.04,89.06,89.96,89.06,80.06,87.08,87.08,80.06,73.94,75.02,77,78.98,82.94,84.02,84.92,84.02,80.06,75.02,80.06
"207",2002,9,82.04,84.92,80.06,82.94,82.94,82.04,77,64.04,66.02,62.96,71.06,64.94,71.06,71.96,73.04,73.04,73.04,71.96,66.92,69.98,73.94,78.08,78.98,78.98,78.08,75.92,73.94,64.04,64.04,62.06,NA
"208",2002,10,62.96,57.92,42.98,53.06,60.98,64.94,66.02,69.98,71.06,71.06,69.08,66.02,62.96,69.08,69.98,66.92,68,55.94,57.02,62.06,59,60.08,57.02,51.98,53.96,53.96,44.96,44.06,51.08,48.02,51.98
"209",2002,11,53.96,53.96,53.96,46.04,51.98,55.04,60.98,57.92,NA,46.94,48.92,46.94,46.94,57.02,53.06,48.92,55.04,59,48.92,55.04,55.94,60.98,NA,64.94,55.04,39.92,39.02,42.98,44.96,53.06,NA
"210",2002,12,42.98,44.96,41,44.06,46.94,44.96,48.92,44.96,42.98,46.04,48.02,44.96,51.08,50,53.06,50,44.06,35.96,32,37.94,39.02,30.02,26.96,26.96,28.94,35.06,42.08,42.08,53.06,39.92,44.96
"211",2003,1,37.04,44.06,44.96,51.98,57.02,57.02,39.92,42.98,39.92,41,NA,44.06,46.94,55.04,57.92,51.08,50,50,57.02,55.94,51.98,48.92,51.08,60.08,57.02,53.96,57.92,62.06,55.94,57.92,60.98
"212",2003,2,57.92,60.08,41,44.96,48.02,37.94,39.02,NA,35.96,41,48.92,46.94,48.02,42.08,NA,50,51.08,48.92,48.02,46.04,46.04,51.98,51.98,48.92,46.04,37.04,35.06,33.08,NA,NA,NA
"213",2003,3,33.98,33.98,33.98,42.08,35.96,39.92,48.02,53.06,55.94,60.08,60.98,60.08,60.98,60.08,NA,57.92,39.92,37.04,37.04,37.94,46.94,53.96,59,60.08,55.94,57.92,62.06,48.92,39.92,48.02,59
"214",2003,4,64.04,62.06,50,44.06,NA,48.02,NA,50,57.92,64.94,64.04,64.04,64.04,60.08,55.04,37.94,55.94,48.92,46.94,48.02,60.08,55.04,39.02,50,59,62.96,62.96,64.94,60.98,57.92,NA
"215",2003,5,57.02,60.98,60.98,57.02,55.94,57.92,60.08,55.94,50,NA,57.92,66.92,71.96,73.94,69.08,69.98,78.08,75.92,71.96,75.92,77,80.06,80.06,78.08,78.08,78.08,80.06,84.92,82.94,84.02,80.96
"216",2003,6,73.04,82.04,82.94,82.04,82.04,80.06,78.08,80.06,80.06,80.06,69.98,71.96,73.04,77,82.04,82.94,82.04,82.04,78.08,75.92,69.98,71.96,73.94,71.96,71.06,77,82.94,84.92,86,87.98,NA
"217",2003,7,84.02,82.94,84.02,86,89.06,89.06,87.08,86,87.98,96.08,95,93.02,87.08,89.96,89.96,87.98,89.96,89.06,84.02,84.92,86,84.92,87.08,84.02,87.08,82.94,82.04,84.92,73.04,80.06,82.04
"218",2003,8,78.08,75.02,77,80.06,82.04,84.02,82.94,86,84.92,82.94,89.96,87.08,84.92,89.06,82.04,71.06,69.08,80.06,82.04,75.92,75.02,77,82.04,82.04,75.92,78.98,80.06,66.02,73.04,75.92,80.06
"219",2003,9,82.04,78.08,77,78.98,78.08,78.08,73.94,73.94,69.98,60.08,68,69.98,75.02,78.08,75.92,75.92,75.02,73.94,73.04,75.02,77,78.98,78.98,78.08,71.06,78.98,82.94,82.94,82.04,78.98,NA
"220",2003,10,80.06,80.06,73.04,59,68,71.96,71.06,69.08,69.98,73.04,66.92,71.96,73.04,75.02,71.06,69.98,73.94,77,78.08,78.08,78.98,75.92,78.08,77,73.04,62.96,57.02,66.92,71.96,62.96,55.04
"221",2003,11,51.08,48.02,51.08,42.08,46.94,51.08,53.06,50,53.96,55.04,48.02,48.92,46.94,46.94,50,48.92,39.92,44.96,53.06,55.94,59,51.98,33.08,35.06,51.08,44.96,NA,42.98,39.92,64.04,NA
"222",2003,12,60.98,60.08,57.02,NA,57.92,57.02,55.94,48.92,35.06,37.04,42.08,37.04,37.94,48.02,44.96,30.92,33.98,44.96,51.98,60.08,59,48.02,42.98,42.08,37.94,37.04,28.94,23,30.92,35.96,41
"223",2004,1,NA,42.08,39.92,30.92,35.96,26.96,48.02,44.06,46.04,46.94,48.02,44.06,53.06,46.94,42.08,39.92,46.94,41,48.02,41,33.98,32,37.94,44.96,NA,39.02,35.96,42.98,39.92,48.92,46.94
"224",2004,2,32,39.92,41,30.02,28.94,30.02,35.96,44.06,37.04,35.96,37.04,42.08,26.06,39.02,48.92,48.02,51.08,59,53.96,42.98,42.98,37.94,33.98,37.04,37.94,46.04,44.96,37.04,28.94,NA,NA
"225",2004,3,35.96,35.96,39.02,42.98,42.98,39.92,53.06,57.02,62.06,64.94,62.96,62.96,57.92,60.08,62.96,60.98,66.92,68,68,69.98,71.06,73.04,69.98,64.94,64.94,64.04,55.94,57.92,55.94,60.98,66.92
"226",2004,4,66.92,59,44.06,42.98,48.92,46.04,55.04,50,53.96,57.02,51.98,50,62.06,62.96,60.98,60.98,60.98,57.02,55.04,53.06,57.92,62.06,NA,51.08,60.98,66.02,68,73.04,66.92,48.92,NA
"227",2004,5,55.94,64.94,69.98,75.02,75.92,73.04,71.96,73.04,75.02,75.02,71.06,64.94,62.06,68,71.06,73.04,69.98,69.98,71.06,69.98,69.08,64.94,64.04,64.94,64.94,64.94,66.02,73.94,71.96,66.92,71.96
"228",2004,6,80.06,78.98,82.04,82.94,82.94,84.92,82.94,78.08,75.02,66.92,68,73.04,75.02,80.96,82.94,80.06,78.98,77,80.96,77,78.08,78.98,77,75.92,78.08,82.04,82.04,80.96,77,73.94,NA
"229",2004,7,75.02,77,78.98,77,80.96,84.92,87.08,82.94,80.96,78.98,84.92,86,87.08,82.94,78.08,82.04,75.92,82.04,82.94,80.06,82.04,82.04,86,82.94,77,82.04,75.92,78.08,80.06,82.94,82.94
"230",2004,8,84.02,82.94,73.94,82.04,80.96,69.08,73.94,77,84.02,84.92,82.94,84.92,84.02,78.98,73.04,73.04,69.98,75.02,73.94,71.06,71.06,73.94,73.94,71.06,68,73.04,75.92,77,77,78.98,80.96
"231",2004,9,78.98,80.06,80.06,71.06,66.92,71.06,73.04,77,77,78.08,77,80.96,77,75.92,75.02,77,75.92,75.92,71.96,62.06,55.94,59,62.96,68,68,69.98,69.08,75.02,69.08,62.06,NA
"232",2004,10,60.98,66.02,60.98,66.02,69.98,68,66.92,69.08,69.08,69.08,62.96,60.08,64.04,62.06,66.92,73.04,64.94,53.96,48.92,50,53.96,51.08,42.08,51.08,51.98,53.06,53.96,46.04,37.04,46.94,51.08
"233",2004,11,44.06,35.96,44.06,53.96,57.02,59,62.06,50,44.06,42.98,53.96,48.92,48.92,37.94,42.08,44.06,51.08,55.04,55.94,51.98,42.98,35.96,37.04,44.96,46.04,53.06,NA,44.96,28.94,26.06,NA
"234",2004,12,42.98,44.06,39.92,37.94,41,28.94,33.98,32,37.04,53.96,44.06,64.94,62.96,62.96,55.04,46.04,33.98,46.04,48.02,57.92,51.98,42.98,30.92,26.06,35.96,55.94,55.94,41,42.98,42.08,39.02
"235",2005,1,37.94,37.94,39.02,33.98,35.06,26.96,33.08,28.04,35.96,44.06,42.08,42.08,33.98,46.94,48.02,55.04,50,48.02,51.08,51.98,51.98,55.94,53.06,46.94,42.08,48.02,37.94,37.94,42.98,32,39.92
"236",2005,2,35.06,35.06,35.06,37.04,42.08,48.92,41,35.96,37.94,39.02,39.92,42.08,37.94,51.08,50,44.96,51.08,46.94,42.08,39.02,39.92,39.02,39.92,39.92,39.92,39.92,41,46.94,NA,NA,NA
"237",2005,3,46.04,51.08,48.92,44.96,46.04,42.98,44.06,55.94,55.04,60.98,62.06,62.06,62.06,NA,57.02,37.04,46.04,46.94,44.06,37.04,42.08,46.94,48.92,42.08,39.92,37.94,44.96,57.92,48.02,46.04,NA
"238",2005,4,42.08,55.94,64.04,60.08,48.02,59,62.96,66.02,55.04,35.96,48.92,59,66.02,64.94,66.92,66.02,66.92,64.94,60.98,53.96,53.06,64.04,64.04,64.04,41,46.04,55.94,55.94,46.04,48.92,NA
"239",2005,5,57.02,60.08,60.98,62.06,66.92,64.04,46.94,55.04,60.98,62.06,53.96,55.94,62.96,69.08,71.06,73.94,69.08,64.04,71.06,78.98,78.98,82.04,82.94,82.04,78.08,78.98,80.96,78.08,73.94,71.06,69.08
"240",2005,6,73.94,73.94,69.98,66.92,71.06,69.08,68,69.08,69.08,66.92,69.98,64.94,71.06,78.98,80.96,78.08,77,73.04,75.02,80.96,86,86,84.02,78.98,77,77,77,78.08,78.08,82.94,NA
"241",2005,7,84.92,86,84.02,82.94,84.02,84.02,84.92,84.02,82.04,82.04,82.94,86,91.94,91.04,91.04,91.94,89.96,93.92,93.92,89.06,89.96,89.06,84.02,80.96,77,78.98,75.92,80.96,84.92,82.94,80.96
"242",2005,8,77,75.02,78.98,75.92,75.92,77,73.94,75.02,71.06,75.02,71.06,69.08,75.02,71.96,73.04,73.04,75.02,75.92,75.02,75.92,78.08,80.06,80.06,75.92,75.02,78.08,80.96,82.04,84.92,84.02,80.96
"243",2005,9,78.98,78.08,75.02,73.94,73.94,75.92,77,77,73.04,71.96,69.08,68,69.08,68,68,71.96,NA,71.96,73.94,78.08,78.98,73.94,75.02,73.94,71.96,75.02,77,73.04,71.96,71.96,NA
"244",2005,10,77,73.04,73.94,71.06,69.08,66.02,73.04,71.96,66.92,60.08,57.92,62.06,62.06,64.94,66.92,62.96,62.06,64.94,51.98,57.92,60.98,62.06,64.94,62.06,64.94,64.94,62.96,60.08,60.08,55.94,60.08
"245",2005,11,55.94,66.02,66.02,57.02,57.02,60.98,60.98,62.06,62.96,64.94,59,44.96,55.04,62.96,60.98,42.08,53.06,57.02,50,51.08,55.04,57.02,57.02,NA,57.92,57.92,46.04,30.92,42.98,55.04,NA
"246",2005,12,53.06,55.94,44.06,46.94,35.06,42.08,46.04,44.06,35.96,53.96,57.02,53.96,46.04,46.04,46.04,33.08,39.92,37.94,41,35.06,51.08,55.94,60.08,60.08,55.94,60.08,51.08,48.92,60.98,51.08,51.98
"247",2006,1,46.94,48.02,48.92,48.92,55.94,50,55.94,53.96,53.06,39.02,53.96,53.96,51.98,48.92,51.08,37.94,37.04,50,46.94,30.92,37.04,NA,44.06,44.06,42.98,39.02,42.98,42.98,NA,48.92,57.02
"248",2006,2,48.92,53.96,55.94,55.04,57.92,48.92,48.02,53.06,53.96,53.06,60.08,44.96,50,59,51.98,46.04,41,39.02,41,37.04,41,41,46.94,50,55.04,57.92,59,60.08,NA,NA,NA
"249",2006,3,53.06,50,53.96,51.08,50,57.92,55.04,50,35.06,39.02,28.04,26.96,28.04,37.04,48.92,48.92,48.02,48.02,39.02,35.96,33.98,33.08,42.98,48.02,57.92,55.94,57.92,51.08,42.98,41,50
"250",2006,4,51.08,50,59,62.06,62.06,39.92,48.02,53.96,62.06,60.98,55.04,55.04,64.94,66.92,64.94,55.04,60.08,57.02,57.02,60.08,66.02,66.02,64.94,53.06,55.94,62.06,64.94,60.98,55.04,66.92,NA
"251",2006,5,69.08,66.92,71.06,64.94,64.04,57.92,64.94,69.98,69.98,69.98,71.06,73.94,77,78.08,80.06,78.98,75.02,75.92,77,78.98,77,75.92,62.06,73.04,80.96,78.08,73.04,66.92,62.06,66.92,73.94
"252",2006,6,80.06,82.04,84.02,84.92,86,87.98,87.08,75.92,75.92,77,78.08,78.98,78.08,82.04,82.04,73.94,78.08,84.02,87.08,84.02,82.94,84.02,86,89.06,89.96,89.06,80.96,78.08,78.08,80.06,NA
"253",2006,7,84.02,84.02,82.94,82.04,77,73.04,75.02,69.08,73.94,78.08,80.06,82.94,84.02,87.08,89.96,87.08,84.92,86,84.02,82.04,82.94,87.08,86,87.08,87.98,87.98,82.04,78.08,82.04,75.92,73.04
"254",2006,8,73.04,73.04,77,78.98,66.92,77,80.96,80.96,78.98,73.94,77,73.94,71.96,73.04,75.02,71.06,73.94,75.02,78.08,80.06,78.98,80.96,75.92,75.92,75.92,71.96,73.04,77,78.08,78.08,77
"255",2006,9,75.92,78.98,73.94,71.96,73.04,75.92,75.92,66.92,66.92,64.94,71.96,71.96,73.04,68,68,60.98,64.04,68,69.08,68,62.96,64.94,59,55.94,62.06,73.94,73.04,73.04,75.02,77,NA
"256",2006,10,75.02,71.96,69.08,71.96,71.96,69.98,62.06,60.98,62.06,57.02,57.02,64.94,66.92,60.98,50,53.06,55.94,46.94,46.94,55.04,62.96,55.04,59,66.92,53.96,55.04,48.92,55.94,62.06,57.92,57.02
"257",2006,11,55.04,57.92,60.08,62.06,60.08,57.92,62.06,68,69.08,57.92,53.06,50,53.06,51.98,53.06,50,62.96,64.04,62.06,57.02,62.06,62.06,NA,NA,60.08,48.92,46.94,39.92,33.08,28.94,NA
"258",2006,12,33.98,33.98,51.08,35.06,42.08,57.02,50,46.94,50,46.94,48.92,39.02,48.92,NA,55.94,60.08,59,46.94,32,28.04,NA,NA,NA,48.92,46.04,55.04,55.94,39.92,32,48.02,51.98
"259",2007,1,53.96,39.02,42.98,53.06,46.04,33.08,44.06,33.98,48.92,55.04,48.02,28.94,26.96,17.06,42.98,19.94,23,35.06,32,30.92,33.08,26.06,30.92,46.04,44.06,42.08,42.98,46.04,42.98,50,35.96
"260",2007,2,33.08,24.98,NA,48.02,51.08,51.98,57.02,55.04,51.98,NA,53.06,44.06,44.96,37.94,35.96,42.98,48.92,50,55.04,37.94,37.94,51.98,53.06,39.02,39.92,NA,44.96,46.94,NA,NA,NA
"261",2007,3,28.04,35.96,37.04,42.08,51.08,60.08,59,60.08,59,60.98,60.98,60.98,66.92,69.98,69.08,71.06,71.96,64.94,73.04,62.06,60.08,48.92,51.08,50,51.08,59,60.08,48.92,35.06,41,62.06
"262",2007,4,60.98,64.04,64.94,66.92,66.02,66.02,NA,69.98,59,62.06,60.08,NA,57.02,NA,51.08,53.06,44.96,64.04,57.02,55.04,48.92,53.06,50,46.04,59,64.04,64.94,71.96,75.92,73.04,NA
"263",2007,5,73.04,62.96,66.02,64.04,57.02,57.02,53.06,60.98,66.92,73.94,77,77,80.06,78.08,73.04,75.02,73.94,77,NA,75.92,69.98,66.02,62.96,53.96,66.92,73.04,75.02,75.02,73.04,75.02,75.92
"264",2007,6,NA,NA,84.02,77,82.94,77,60.98,64.94,NA,78.98,78.08,71.06,75.02,82.04,84.92,NA,89.06,80.06,82.04,82.94,84.92,86,NA,87.98,82.94,84.02,86,84.02,84.02,NA,NA
"265",2007,7,89.96,89.96,89.96,NA,96.08,NA,NA,87.98,89.96,87.98,86,80.96,84.92,NA,NA,89.06,87.08,82.94,84.02,80.06,80.06,87.98,77,73.04,73.04,75.02,78.08,NA,77,78.08,75.02
"266",2007,8,75.92,75.92,77,77,75.92,75.92,71.96,73.04,78.08,78.08,80.06,82.04,84.02,82.04,82.04,80.06,82.04,80.96,82.04,80.06,80.06,84.92,82.94,80.96,84.02,80.06,75.02,78.08,80.96,82.94,80.06
"267",2007,9,82.94,80.06,82.04,78.08,80.96,75.92,78.98,78.98,78.98,78.98,77,80.06,80.06,80.96,78.98,78.08,73.04,66.92,66.92,69.08,68,71.06,66.02,57.92,60.98,64.94,69.98,71.06,64.94,64.04,NA
"268",2007,10,69.98,64.94,69.98,69.98,64.04,60.98,55.04,57.02,62.06,71.06,69.98,71.06,71.06,66.92,60.08,66.02,55.94,53.06,62.06,69.98,66.02,71.06,53.96,64.94,71.06,71.96,69.08,68,69.08,69.98,62.06
"269",2007,11,64.04,64.04,59,60.98,66.92,68,68,68,66.92,64.04,60.08,57.92,60.08,64.04,62.06,60.08,62.96,66.02,68,66.92,57.92,NA,69.08,42.98,NA,53.96,53.06,51.98,NA,42.98,NA
"270",2007,12,46.04,37.04,42.98,60.98,62.06,62.06,46.94,46.94,30.02,30.02,33.08,30.02,35.96,39.02,26.06,33.08,41,44.06,42.98,37.94,44.06,30.02,35.06,42.98,55.04,30.92,33.98,24.98,32,39.92,48.02
"271",2008,1,30.02,28.94,39.02,48.92,NA,35.96,33.98,33.98,39.02,39.92,41,42.98,39.92,35.06,35.06,44.06,17.96,28.94,30.02,37.04,42.98,37.04,39.92,41,30.92,37.04,42.98,39.92,30.92,33.08,26.96
